browser,user_id,t_timestamp,device,state,city,country,category,product_id,product_name,quantity,unit_price,line_revenue
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,tablet,SC,Bellborough,CZ,home,PROD_1062,Bank Home,2,198.11,396.22
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,tablet,SC,Bellborough,CZ,sports,PROD_1104,Cause Sports,3,34.46,103.38
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,tablet,SC,Bellborough,CZ,books,PROD_1061,Personal Books,2,23.58,47.16
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,mobile,SC,Bellborough,CZ,books,PROD_1072,Different Books,3,409.42,1228.26
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,mobile,SC,Bellborough,CZ,books,PROD_1149,Me Books,5,332.56,1662.80
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,mobile,SC,Bellborough,CZ,home,PROD_1062,Bank Home,2,198.11,396.22
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,mobile,SC,Bellborough,CZ,sports,PROD_1104,Cause Sports,3,34.46,103.38
Chrome,4b0dbb41,2026-01-11T16:30:10.420638Z,mobile,SC,Bellborough,CZ,books,PROD_1061,Personal Books,2,23.58,47.16
Safari,5715bd6f,2026-01-11T16:30:10.443964Z,mobile,ME,Willisland,NZ,clothing,PROD_1008,World Clothing,2,124.22,248.44
Safari,5715bd6f,2026-01-11T16:30:10.443964Z,mobile,ME,Willisland,NZ,food,PROD_1113,Free Food,1,87.24,87.24
Safari,5715bd6f,2026-01-11T16:30:10.443964Z,mobile,ME,Willisland,NZ,beauty,PROD_1176,Cause Beauty,5,306.24,1531.20
Chrome,bf3c4c06,2026-01-11T16:30:10.817367Z,tablet,DE,East Jill,BB,sports,PROD_1151,Still Sports,2,266.37,532.74
Chrome,bf3c4c06,2026-01-11T16:30:10.817367Z,tablet,DE,East Jill,BB,clothing,PROD_1087,Find Clothing,4,384.9,1539.60
Chrome,bf3c4c06,2026-01-11T16:30:10.817367Z,tablet,DE,East Jill,BB,electronics,PROD_1026,Democrat Electronics,5,228.28,1141.40
Chrome,bf3c4c06,2026-01-11T16:30:10.817367Z,tablet,DE,East Jill,BB,books,PROD_1118,Some Books,3,194.9,584.70
Edge,6b65a6a4,2026-01-11T16:30:11.178796Z,mobile,WI,East Charles,LI,electronics,PROD_1077,Report Electronics,1,117.05,117.05
Edge,6b65a6a4,2026-01-11T16:30:11.178796Z,mobile,WI,East Charles,LI,food,PROD_1073,Sign Food,1,456.43,456.43
Firefox,451b4cf3,2026-01-11T16:30:11.577793Z,desktop,VT,West Michaelside,TJ,electronics,PROD_1066,Crime Electronics,3,143.29,429.87
Firefox,451b4cf3,2026-01-11T16:30:11.577793Z,desktop,VT,West Michaelside,TJ,toys,PROD_1133,Strategy Toys,1,46.12,46.12
Firefox,451b4cf3,2026-01-11T16:30:11.577793Z,desktop,VT,West Michaelside,TJ,home,PROD_1133,Try Home,2,95.92,191.84
Firefox,451b4cf3,2026-01-11T16:30:11.577793Z,desktop,VT,West Michaelside,TJ,beauty,PROD_1092,Hospital Beauty,2,305.83,611.66
Firefox,451b4cf3,2026-01-11T16:30:11.577793Z,desktop,VT,West Michaelside,TJ,electronics,PROD_1152,Produce Electronics,1,250.05,250.05
Firefox,bf3c4c06,2026-01-11T16:30:11.766147Z,desktop,OR,Lake Meganville,IR,food,PROD_1089,Huge Food,3,215.88,647.64
Chrome,aefcfad8,2026-01-11T16:30:11.888726Z,tablet,MP,South Nathanielville,DE,home,PROD_1080,Security Home,2,168.87,337.74
Chrome,aefcfad8,2026-01-11T16:30:11.888726Z,tablet,MP,South Nathanielville,DE,home,PROD_1187,Option Home,3,353.54,1060.62
Safari,5cec4eb5,2026-01-11T16:30:11.927578Z,desktop,MD,North Robertport,RS,home,PROD_1120,Leave Home,5,21.93,109.65
Safari,5cec4eb5,2026-01-11T16:30:11.927578Z,desktop,MD,North Robertport,RS,clothing,PROD_1172,Base Clothing,2,299.06,598.12
Chrome,81f631d4,2026-01-11T16:30:12.069400Z,desktop,NM,Richardton,LV,sports,PROD_1110,Behavior Sports,5,366.52,1832.60
Firefox,7e570ddf,2026-01-11T16:30:12.306534Z,mobile,AR,South Hannahmouth,AF,electronics,PROD_1138,Left Electronics,4,473.01,1892.04
Firefox,7e570ddf,2026-01-11T16:30:12.306534Z,mobile,AR,South Hannahmouth,AF,books,PROD_1125,Challenge Books,1,55.77,55.77
Chrome,e2acf72f,2026-01-11T16:30:12.750723Z,tablet,OH,Wallmouth,IL,beauty,PROD_1198,Me Beauty,1,179.9,179.90
Chrome,e2acf72f,2026-01-11T16:30:12.750723Z,tablet,OH,Wallmouth,IL,clothing,PROD_1007,Third Clothing,5,459.14,2295.70
Chrome,e2acf72f,2026-01-11T16:30:12.750723Z,tablet,OH,Wallmouth,IL,beauty,PROD_1106,Phone Beauty,2,18.46,36.92
Chrome,e2acf72f,2026-01-11T16:30:12.750723Z,tablet,OH,Wallmouth,IL,toys,PROD_1057,Truth Toys,3,253.6,760.80
Chrome,e2acf72f,2026-01-11T16:30:12.750723Z,tablet,OH,Wallmouth,IL,home,PROD_1190,Coach Home,3,191.95,575.85
Edge,9a1de644,2026-01-11T16:30:12.786110Z,tablet,GA,South Clintonmouth,DK,food,PROD_1011,Me Food,5,268.85,1344.25
Edge,9a1de644,2026-01-11T16:30:12.786110Z,tablet,GA,South Clintonmouth,DK,sports,PROD_1097,Peace Sports,2,41.68,83.36
Edge,9a1de644,2026-01-11T16:30:12.786110Z,tablet,GA,South Clintonmouth,DK,clothing,PROD_1129,Trouble Clothing,1,314.91,314.91
Edge,9a1de644,2026-01-11T16:30:12.786110Z,tablet,GA,South Clintonmouth,DK,home,PROD_1181,Together Home,4,315.09,1260.36
Edge,885f6e66,2026-01-11T16:30:13.175609Z,tablet,VI,Kimberlyport,HN,beauty,PROD_1161,Each Beauty,2,284.52,569.04
Edge,885f6e66,2026-01-11T16:30:13.175609Z,tablet,VI,Kimberlyport,HN,books,PROD_1046,Best Books,4,137.1,548.40
Edge,885f6e66,2026-01-11T16:30:13.175609Z,tablet,VI,Kimberlyport,HN,toys,PROD_1182,Per Toys,5,342.03,1710.15
Edge,885f6e66,2026-01-11T16:30:13.175609Z,tablet,VI,Kimberlyport,HN,clothing,PROD_1043,Action Clothing,5,294.45,1472.25
Edge,885f6e66,2026-01-11T16:30:13.175609Z,tablet,VI,Kimberlyport,HN,toys,PROD_1095,Dream Toys,5,120.83,604.15
Edge,f143262f,2026-01-11T16:30:13.398415Z,tablet,GA,Saraberg,VC,beauty,PROD_1178,Campaign Beauty,2,352.22,704.44
Edge,f143262f,2026-01-11T16:30:13.398415Z,tablet,GA,Saraberg,VC,clothing,PROD_1084,Compare Clothing,4,431.62,1726.48
Edge,f143262f,2026-01-11T16:30:13.398415Z,tablet,GA,Saraberg,VC,toys,PROD_1039,Decade Toys,2,483.41,966.82
Edge,f143262f,2026-01-11T16:30:13.398415Z,tablet,GA,Saraberg,VC,beauty,PROD_1005,Left Beauty,1,113.85,113.85
Edge,f143262f,2026-01-11T16:30:13.398415Z,tablet,GA,Saraberg,VC,sports,PROD_1164,True Sports,2,195.56,391.12
Edge,080aadfb,2026-01-11T16:30:13.445753Z,mobile,OK,Joshuaton,VC,home,PROD_1066,Practice Home,4,65.83,263.32
Edge,885f6e66,2026-01-11T16:30:13.551371Z,desktop,DE,Meganstad,NO,clothing,PROD_1198,Sure Clothing,3,371.25,1113.75
Safari,ab9099a4,2026-01-11T16:30:13.729930Z,mobile,LA,Lake Jennifer,AR,home,PROD_1066,Poor Home,5,82.16,410.80
Safari,ab9099a4,2026-01-11T16:30:13.729930Z,mobile,LA,Lake Jennifer,AR,beauty,PROD_1175,Recognize Beauty,3,264.39,793.17
Safari,6b65a6a4,2026-01-11T16:30:13.800282Z,mobile,FM,Lake Dawnfurt,AM,electronics,PROD_1184,Teacher Electronics,5,456.12,2280.60
Safari,6b65a6a4,2026-01-11T16:30:13.800282Z,mobile,FM,Lake Dawnfurt,AM,home,PROD_1144,Capital Home,1,490.87,490.87
Safari,6b65a6a4,2026-01-11T16:30:13.800282Z,mobile,FM,Lake Dawnfurt,AM,books,PROD_1167,Better Books,4,436.2,1744.80
Safari,6b65a6a4,2026-01-11T16:30:13.800282Z,mobile,FM,Lake Dawnfurt,AM,electronics,PROD_1058,Continue Electronics,1,160.26,160.26
Safari,aefcfad8,2026-01-11T16:30:13.859785Z,mobile,NC,New Michelle,SN,beauty,PROD_1060,Quality Beauty,4,61.09,244.36
Safari,aefcfad8,2026-01-11T16:30:13.859785Z,mobile,NC,New Michelle,SN,beauty,PROD_1027,Agree Beauty,4,54.77,219.08
Safari,aefcfad8,2026-01-11T16:30:13.859785Z,mobile,NC,New Michelle,SN,beauty,PROD_1010,Of Beauty,3,481.74,1445.22
Safari,aefcfad8,2026-01-11T16:30:13.859785Z,mobile,NC,New Michelle,SN,toys,PROD_1178,Card Toys,1,345.89,345.89
Safari,aefcfad8,2026-01-11T16:30:13.859785Z,mobile,NC,New Michelle,SN,food,PROD_1139,Between Food,2,49.4,98.80
Firefox,aefcfad8,2026-01-11T16:30:13.859785Z,desktop,NC,New Michelle,SN,beauty,PROD_1060,Quality Beauty,4,61.09,244.36
Firefox,aefcfad8,2026-01-11T16:30:13.859785Z,desktop,NC,New Michelle,SN,beauty,PROD_1027,Agree Beauty,4,54.77,219.08
Firefox,aefcfad8,2026-01-11T16:30:13.859785Z,desktop,NC,New Michelle,SN,beauty,PROD_1010,Of Beauty,3,481.74,1445.22
Firefox,aefcfad8,2026-01-11T16:30:13.859785Z,desktop,NC,New Michelle,SN,toys,PROD_1178,Card Toys,1,345.89,345.89
Firefox,aefcfad8,2026-01-11T16:30:13.859785Z,desktop,NC,New Michelle,SN,food,PROD_1139,Between Food,2,49.4,98.80
Firefox,ff50bde4,2026-01-11T16:30:14.112758Z,desktop,WV,Port Joanna,KW,food,PROD_1021,Many Food,3,127.7,383.10
Firefox,ff50bde4,2026-01-11T16:30:14.112758Z,desktop,WV,Port Joanna,KW,food,PROD_1024,Boy Food,2,355.1,710.20
Firefox,ff50bde4,2026-01-11T16:30:14.112758Z,desktop,WV,Port Joanna,KW,beauty,PROD_1017,Occur Beauty,1,491.36,491.36
Edge,6c307511,2026-01-11T16:30:14.208732Z,desktop,NV,Fordmouth,CV,sports,PROD_1124,Base Sports,3,256.97,770.91
Edge,6c307511,2026-01-11T16:30:14.208732Z,desktop,NV,Fordmouth,CV,electronics,PROD_1163,Represent Electronics,1,356.93,356.93
Edge,6c307511,2026-01-11T16:30:14.208732Z,desktop,NV,Fordmouth,CV,food,PROD_1177,South Food,5,122.17,610.85
Edge,6c307511,2026-01-11T16:30:14.208732Z,desktop,NV,Fordmouth,CV,sports,PROD_1168,Way Sports,1,158.25,158.25
Edge,7e570ddf,2026-01-11T16:30:14.406297Z,tablet,MA,North Kelly,CG,electronics,PROD_1031,Old Electronics,3,133.62,400.86
Edge,7e570ddf,2026-01-11T16:30:14.406297Z,tablet,MA,North Kelly,CG,clothing,PROD_1060,Standard Clothing,4,179.74,718.96
Edge,7e570ddf,2026-01-11T16:30:14.406297Z,tablet,MA,North Kelly,CG,clothing,PROD_1021,Score Clothing,4,82.5,330.00
Edge,7e570ddf,2026-01-11T16:30:14.406297Z,tablet,MA,North Kelly,CG,home,PROD_1127,Top Home,3,133.98,401.94
Edge,7e570ddf,2026-01-11T16:30:14.406297Z,tablet,MA,North Kelly,CG,books,PROD_1066,Live Books,3,358.04,1074.12
Firefox,aefcfad8,2026-01-11T16:30:14.639551Z,desktop,TN,Antoniomouth,MD,clothing,PROD_1144,Heavy Clothing,2,27.04,54.08
Firefox,aefcfad8,2026-01-11T16:30:14.639551Z,desktop,TN,Antoniomouth,MD,sports,PROD_1008,Reflect Sports,3,175.85,527.55
Firefox,aefcfad8,2026-01-11T16:30:14.639551Z,desktop,TN,Antoniomouth,MD,beauty,PROD_1068,Owner Beauty,3,308.94,926.82
Firefox,aefcfad8,2026-01-11T16:30:14.639551Z,desktop,TN,Antoniomouth,MD,beauty,PROD_1176,Begin Beauty,2,389.96,779.92
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,food,PROD_1104,Couple Food,3,93.17,279.51
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,clothing,PROD_1104,Key Clothing,4,209.73,838.92
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,toys,PROD_1014,American Toys,5,283.35,1416.75
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,food,PROD_1170,Spend Food,2,228.31,456.62
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,sports,PROD_1110,Act Sports,4,496.2,1984.80
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,food,PROD_1104,Couple Food,3,93.17,279.51
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,clothing,PROD_1104,Key Clothing,4,209.73,838.92
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,toys,PROD_1014,American Toys,5,283.35,1416.75
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,food,PROD_1170,Spend Food,2,228.31,456.62
Chrome,4b0dbb41,2026-01-11T16:30:14.674835Z,mobile,AK,Williamsmouth,TZ,sports,PROD_1110,Act Sports,4,496.2,1984.80
Firefox,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,food,PROD_1173,Product Food,5,427.59,2137.95
Firefox,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,sports,PROD_1073,Strong Sports,4,293.51,1174.04
Firefox,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,home,PROD_1129,At Home,2,341.68,683.36
Safari,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,food,PROD_1173,Product Food,5,427.59,2137.95
Safari,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,sports,PROD_1073,Strong Sports,4,293.51,1174.04
Safari,01d74256,2026-01-11T16:30:14.686835Z,mobile,ND,South Vanessaborough,TG,home,PROD_1129,At Home,2,341.68,683.36
Firefox,bd9c66b3,2026-01-11T16:30:14.698442Z,mobile,IA,East Morgantown,PS,beauty,PROD_1134,Field Beauty,3,46.16,138.48
Firefox,bd9c66b3,2026-01-11T16:30:14.698442Z,mobile,IA,East Morgantown,PS,food,PROD_1115,State Food,3,72.75,218.25
Firefox,bd9c66b3,2026-01-11T16:30:14.698442Z,mobile,IA,East Morgantown,PS,sports,PROD_1109,Business Sports,3,242.4,727.20
Edge,5cec4eb5,2026-01-11T16:30:14.862446Z,desktop,VT,Fostershire,CR,clothing,PROD_1092,Nice Clothing,3,182.87,548.61
Edge,5cec4eb5,2026-01-11T16:30:14.862446Z,desktop,VT,Fostershire,CR,home,PROD_1103,Wear Home,4,260.29,1041.16
Edge,5cec4eb5,2026-01-11T16:30:14.862446Z,desktop,VT,Fostershire,CR,books,PROD_1062,Work Books,5,243.75,1218.75
Edge,5cec4eb5,2026-01-11T16:30:14.862446Z,desktop,VT,Fostershire,CR,books,PROD_1072,Perhaps Books,4,278.22,1112.88
Edge,5cec4eb5,2026-01-11T16:30:14.862446Z,desktop,VT,Fostershire,CR,sports,PROD_1020,Way Sports,1,125.72,125.72
Firefox,5715bd6f,2026-01-11T16:30:14.920233Z,mobile,NE,Jenniferhaven,CA,clothing,PROD_1156,Evening Clothing,2,206.04,412.08
Firefox,5715bd6f,2026-01-11T16:30:14.920233Z,mobile,NE,Jenniferhaven,CA,electronics,PROD_1151,Tough Electronics,3,331.82,995.46
Firefox,5715bd6f,2026-01-11T16:30:14.920233Z,mobile,NE,Jenniferhaven,CA,home,PROD_1161,Quickly Home,2,398.96,797.92
Firefox,5715bd6f,2026-01-11T16:30:14.920233Z,mobile,NE,Jenniferhaven,CA,beauty,PROD_1098,Cost Beauty,2,92.75,185.50
Firefox,5715bd6f,2026-01-11T16:30:14.920233Z,mobile,NE,Jenniferhaven,CA,electronics,PROD_1137,Officer Electronics,4,29.11,116.44
Safari,bf3c4c06,2026-01-11T16:30:15.094314Z,mobile,KS,North Courtney,NL,books,PROD_1142,Treatment Books,2,300.29,600.58
Edge,885f6e66,2026-01-11T16:30:15.105872Z,tablet,ND,West Kathyfurt,BS,home,PROD_1087,Congress Home,5,463.37,2316.85
Edge,885f6e66,2026-01-11T16:30:15.105872Z,tablet,ND,West Kathyfurt,BS,electronics,PROD_1095,Page Electronics,2,296.64,593.28
Edge,885f6e66,2026-01-11T16:30:15.105872Z,tablet,ND,West Kathyfurt,BS,sports,PROD_1194,Office Sports,1,278.13,278.13
Edge,885f6e66,2026-01-11T16:30:15.105872Z,tablet,ND,West Kathyfurt,BS,home,PROD_1100,Grow Home,3,95.73,287.19
Firefox,01d74256,2026-01-11T16:30:15.117431Z,mobile,LA,Joeside,AM,books,PROD_1035,Reason Books,5,426.79,2133.95
Firefox,01d74256,2026-01-11T16:30:15.117431Z,mobile,LA,Joeside,AM,books,PROD_1150,Though Books,4,78.72,314.88
Firefox,01d74256,2026-01-11T16:30:15.117431Z,mobile,LA,Joeside,AM,books,PROD_1026,Congress Books,1,476.59,476.59
Firefox,01d74256,2026-01-11T16:30:15.117431Z,mobile,LA,Joeside,AM,food,PROD_1189,Couple Food,2,336.66,673.32
Chrome,956269f0,2026-01-11T16:30:15.140508Z,tablet,MN,South Dawnbury,MC,home,PROD_1001,Benefit Home,3,169.19,507.57
Chrome,956269f0,2026-01-11T16:30:15.140508Z,tablet,MN,South Dawnbury,MC,beauty,PROD_1173,Heavy Beauty,4,103.21,412.84
Chrome,956269f0,2026-01-11T16:30:15.140508Z,tablet,MN,South Dawnbury,MC,home,PROD_1128,Wind Home,2,365.64,731.28
Chrome,956269f0,2026-01-11T16:30:15.140508Z,tablet,MN,South Dawnbury,MC,home,PROD_1062,Country Home,4,333.81,1335.24
Chrome,956269f0,2026-01-11T16:30:15.140508Z,tablet,MN,South Dawnbury,MC,beauty,PROD_1079,Easy Beauty,5,240.33,1201.65
Firefox,6b65a6a4,2026-01-11T16:30:15.239491Z,tablet,OH,Juliestad,IQ,books,PROD_1032,Produce Books,4,362.45,1449.80
Firefox,6b65a6a4,2026-01-11T16:30:15.239491Z,tablet,OH,Juliestad,IQ,clothing,PROD_1189,Focus Clothing,2,100.26,200.52
Firefox,6b65a6a4,2026-01-11T16:30:15.239491Z,tablet,OH,Juliestad,IQ,food,PROD_1016,Probably Food,1,71.87,71.87
Firefox,6b65a6a4,2026-01-11T16:30:15.239491Z,tablet,OH,Juliestad,IQ,sports,PROD_1069,Best Sports,2,34.83,69.66
Firefox,6b65a6a4,2026-01-11T16:30:15.239491Z,tablet,OH,Juliestad,IQ,electronics,PROD_1028,Artist Electronics,5,391.06,1955.30
Safari,01d74256,2026-01-11T16:30:15.743681Z,desktop,AL,Monicaton,NI,sports,PROD_1103,Because Sports,5,385.95,1929.75
Safari,01d74256,2026-01-11T16:30:15.743681Z,desktop,AL,Monicaton,NI,sports,PROD_1145,Black Sports,3,242.93,728.79
Firefox,01d74256,2026-01-11T16:30:15.743681Z,mobile,AL,Monicaton,NI,sports,PROD_1103,Because Sports,5,385.95,1929.75
Firefox,01d74256,2026-01-11T16:30:15.743681Z,mobile,AL,Monicaton,NI,sports,PROD_1145,Black Sports,3,242.93,728.79
Safari,01d74256,2026-01-11T16:30:15.743681Z,mobile,AL,Monicaton,NI,sports,PROD_1103,Because Sports,5,385.95,1929.75
Safari,01d74256,2026-01-11T16:30:15.743681Z,mobile,AL,Monicaton,NI,sports,PROD_1145,Black Sports,3,242.93,728.79
Chrome,b09b2a5c,2026-01-11T16:30:15.893982Z,desktop,VA,Lindaberg,PK,clothing,PROD_1069,Center Clothing,4,463.54,1854.16
Chrome,b09b2a5c,2026-01-11T16:30:15.893982Z,desktop,VA,Lindaberg,PK,sports,PROD_1197,Leader Sports,2,59.66,119.32
Chrome,b09b2a5c,2026-01-11T16:30:15.893982Z,desktop,VA,Lindaberg,PK,home,PROD_1124,Us Home,1,154.32,154.32
Chrome,b09b2a5c,2026-01-11T16:30:15.893982Z,desktop,VA,Lindaberg,PK,toys,PROD_1155,They Toys,1,278.9,278.90
Chrome,b09b2a5c,2026-01-11T16:30:15.893982Z,desktop,VA,Lindaberg,PK,home,PROD_1038,Buy Home,1,323.64,323.64
Safari,47378190,2026-01-11T16:30:15.906104Z,mobile,VA,Matthewsview,LT,toys,PROD_1068,Culture Toys,4,22.45,89.80
