browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Firefox,692b7e53,2026-01-19T17:48:10.486587Z,desktop,FL,Port Jacobfurt,US,GreenLife,beauty,PROD_1936,Ultra Beauty Kit,5,373.31,1866.55
Firefox,692b7e53,2026-01-19T17:48:10.486587Z,desktop,FL,Port Jacobfurt,US,SmartChoice,home,PROD_2545,Ultra Home Set,4,295.68,1182.72
Firefox,692b7e53,2026-01-19T17:48:10.486587Z,desktop,FL,Port Jacobfurt,US,TechPro,beauty,PROD_1697,Professional Beauty Collection,5,71.21,356.05
Firefox,692b7e53,2026-01-19T17:48:10.486587Z,desktop,FL,Port Jacobfurt,US,SportFlex,clothing,PROD_2772,Pro Clothing Model,4,364.39,1457.56
Safari,e5987094,2026-01-19T17:48:11.708778Z,mobile,TX,Alexanderview,US,GreenLife,toys,PROD_1892,Elite Toys Bundle,1,183.05,183.05
Safari,e5987094,2026-01-19T17:48:11.708778Z,mobile,TX,Alexanderview,US,GreenLife,beauty,PROD_2276,Advanced Beauty Collection,5,27.29,136.45
Safari,e5987094,2026-01-19T17:48:11.708778Z,mobile,TX,Alexanderview,US,SmartChoice,toys,PROD_1753,Classic Toys Kit,1,177.01,177.01
Firefox,3f91ec23,2026-01-19T17:48:12.847533Z,tablet,KS,West Matthewchester,US,StyleCo,beauty,PROD_2964,Professional Beauty Collection,4,69.55,278.20
Firefox,3f91ec23,2026-01-19T17:48:12.847533Z,tablet,KS,West Matthewchester,US,TechPro,food,PROD_1552,Elite Food Line,2,66.21,132.42
Firefox,3f91ec23,2026-01-19T17:48:12.847533Z,tablet,KS,West Matthewchester,US,HomeMax,electronics,PROD_2079,Modern Electronics Pack,2,308.22,616.44
Firefox,3f91ec23,2026-01-19T17:48:12.847533Z,tablet,KS,West Matthewchester,US,StyleCo,electronics,PROD_2880,Professional Electronics Set,5,59.68,298.40
Safari,d83f52a1,2026-01-19T17:48:12.862306Z,tablet,OK,Chelseastad,US,StyleCo,books,PROD_2015,Premium Books Line,2,424.2,848.40
Safari,d83f52a1,2026-01-19T17:48:12.862306Z,tablet,OK,Chelseastad,US,EliteChoice,toys,PROD_2941,Mega Toys Collection,3,462.64,1387.92
Safari,d83f52a1,2026-01-19T17:48:12.862306Z,tablet,OK,Chelseastad,US,SmartChoice,toys,PROD_1953,Smart Toys Edition,1,457.75,457.75
Safari,d83f52a1,2026-01-19T17:48:12.862306Z,tablet,OK,Chelseastad,US,TechPro,beauty,PROD_2675,Ultimate Beauty Bundle,3,183.32,549.96
Edge,d4d15193,2026-01-19T17:48:13.909502Z,mobile,GU,East Thomas,US,GreenLife,home,PROD_2494,Ultimate Home Set,5,131.03,655.15
Edge,d4d15193,2026-01-19T17:48:13.909502Z,mobile,GU,East Thomas,US,ValueBest,food,PROD_2825,Professional Food Bundle,2,334.78,669.56
Firefox,1dfeb7c8,2026-01-19T17:48:14.640833Z,mobile,SD,Currystad,US,SmartChoice,clothing,PROD_1963,Advanced Clothing Kit,4,371.19,1484.76
Firefox,1dfeb7c8,2026-01-19T17:48:14.640833Z,mobile,SD,Currystad,US,SportFlex,sports,PROD_2980,Deluxe Sports Edition,5,53.61,268.05
Firefox,1dfeb7c8,2026-01-19T17:48:14.640833Z,mobile,SD,Currystad,US,SmartChoice,electronics,PROD_1105,Basic Electronics Bundle,3,355.54,1066.62
Safari,e700284a,2026-01-19T17:48:15.175102Z,desktop,GA,Edwardton,US,GreenLife,electronics,PROD_1328,Classic Electronics Collection,4,302.9,1211.60
Safari,e700284a,2026-01-19T17:48:15.175102Z,desktop,GA,Edwardton,US,HomeMax,electronics,PROD_2130,Ultimate Electronics Collection,3,320.75,962.25
Edge,515922d2,2026-01-19T17:48:15.385511Z,mobile,WA,North Troy,US,GreenLife,beauty,PROD_1705,Ultra Beauty Line,4,409.23,1636.92
Edge,515922d2,2026-01-19T17:48:15.385511Z,mobile,WA,North Troy,US,ValueBest,home,PROD_2748,Classic Home Set,5,195.45,977.25
Edge,515922d2,2026-01-19T17:48:15.385511Z,mobile,WA,North Troy,US,GreenLife,beauty,PROD_1009,Elite Beauty Pack,2,408.45,816.90
Edge,515922d2,2026-01-19T17:48:15.385511Z,mobile,WA,North Troy,US,SportFlex,sports,PROD_2980,Deluxe Sports Edition,5,48.41,242.05
Edge,515922d2,2026-01-19T17:48:15.385511Z,mobile,WA,North Troy,US,SportFlex,beauty,PROD_2240,Advanced Beauty Edition,3,327.95,983.85
Edge,7cfcc7e0,2026-01-19T17:48:16.144027Z,desktop,NC,Henryburgh,US,EliteChoice,toys,PROD_2518,Ultimate Toys Line,5,404.44,2022.20
Edge,7cfcc7e0,2026-01-19T17:48:16.144027Z,desktop,NC,Henryburgh,US,TechPro,food,PROD_2740,Professional Food Model,3,60.18,180.54
Edge,7cfcc7e0,2026-01-19T17:48:16.144027Z,desktop,NC,Henryburgh,US,EliteChoice,clothing,PROD_2443,Smart Clothing Collection,1,168.71,168.71
Safari,eedc13af,2026-01-19T17:48:16.328608Z,desktop,MD,North Kylie,US,SmartChoice,sports,PROD_1424,Professional Sports Edition,3,367.08,1101.24
Safari,eedc13af,2026-01-19T17:48:16.328608Z,desktop,MD,North Kylie,US,PremiumPlus,home,PROD_2479,Classic Home Line,2,325.77,651.54
Safari,eedc13af,2026-01-19T17:48:16.328608Z,desktop,MD,North Kylie,US,TechPro,home,PROD_1129,Deluxe Home Version,1,398.32,398.32
Safari,eedc13af,2026-01-19T17:48:16.328608Z,desktop,MD,North Kylie,US,HomeMax,beauty,PROD_1502,Premium Beauty Edition,3,125.32,375.96
Chrome,ef9b61b1,2026-01-19T17:48:16.335476Z,tablet,VA,Lake Sandramouth,US,HomeMax,toys,PROD_2002,Essential Toys Series,3,211.12,633.36
Chrome,ef9b61b1,2026-01-19T17:48:16.335476Z,tablet,VA,Lake Sandramouth,US,SmartChoice,food,PROD_2868,Ultra Food Set,1,74.69,74.69
Chrome,ef9b61b1,2026-01-19T17:48:16.335476Z,tablet,VA,Lake Sandramouth,US,SmartChoice,electronics,PROD_2254,Ultimate Electronics Model,4,358.14,1432.56
Safari,9e2f4818,2026-01-19T17:48:16.501018Z,tablet,VA,South Brian,US,ValueBest,clothing,PROD_2442,Smart Clothing Edition,5,262.14,1310.70
Safari,9e2f4818,2026-01-19T17:48:16.501018Z,tablet,VA,South Brian,US,PremiumPlus,electronics,PROD_2142,Pro Electronics Pack,1,449.4,449.40
Safari,9e2f4818,2026-01-19T17:48:16.501018Z,tablet,VA,South Brian,US,SmartChoice,books,PROD_1498,Modern Books Model,4,247.86,991.44
Safari,9e2f4818,2026-01-19T17:48:16.501018Z,tablet,VA,South Brian,US,SportFlex,electronics,PROD_1784,Ultimate Electronics Line,1,310.66,310.66
Firefox,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,PremiumPlus,sports,PROD_1036,Ultimate Sports Set,5,69.29,346.45
Firefox,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,GreenLife,electronics,PROD_1967,Advanced Electronics Kit,5,146.33,731.65
Firefox,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,TechPro,food,PROD_1350,Essential Food Pack,2,323.6,647.20
Firefox,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,TechPro,electronics,PROD_1483,Elite Electronics Model,3,398.37,1195.11
Safari,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,PremiumPlus,sports,PROD_1036,Ultimate Sports Set,5,69.29,346.45
Safari,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,GreenLife,electronics,PROD_1967,Advanced Electronics Kit,5,146.33,731.65
Safari,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,TechPro,food,PROD_1350,Essential Food Pack,2,323.6,647.20
Safari,059252b5,2026-01-19T17:48:16.923610Z,tablet,KY,Port Brenda,US,TechPro,electronics,PROD_1483,Elite Electronics Model,3,398.37,1195.11
Safari,059252b5,2026-01-19T17:48:17.140374Z,tablet,PA,Lake Susanland,US,ValueBest,food,PROD_2376,Premium Food Line,1,188.0,188.00
Firefox,d366a14b,2026-01-19T17:48:17.164717Z,mobile,PR,Port Donaldfort,US,SportFlex,clothing,PROD_2693,Classic Clothing Model,4,189.37,757.48
Chrome,12df721b,2026-01-19T17:48:17.929374Z,tablet,MD,Anthonychester,US,TechPro,beauty,PROD_2675,Ultimate Beauty Bundle,3,180.01,540.03
Chrome,12df721b,2026-01-19T17:48:17.929374Z,tablet,MD,Anthonychester,US,StyleCo,books,PROD_2743,Compact Books Set,4,254.94,1019.76
Chrome,12df721b,2026-01-19T17:48:17.929374Z,tablet,MD,Anthonychester,US,StyleCo,toys,PROD_2678,Basic Toys Series,5,278.98,1394.90
Chrome,12df721b,2026-01-19T17:48:17.929374Z,tablet,MD,Anthonychester,US,GreenLife,beauty,PROD_1752,Ultimate Beauty Line,2,31.8,63.60
Edge,baa27a83,2026-01-19T17:48:18.079433Z,desktop,MD,New Adamchester,US,GreenLife,clothing,PROD_2716,Classic Clothing Pack,3,212.27,636.81
Firefox,ade3f306,2026-01-19T17:48:19.647266Z,mobile,ND,Port Veronicaton,US,PremiumPlus,toys,PROD_1639,Ultra Toys Collection,5,284.06,1420.30
Firefox,ade3f306,2026-01-19T17:48:19.647266Z,mobile,ND,Port Veronicaton,US,HomeMax,food,PROD_1388,Modern Food Model,2,167.55,335.10
Firefox,ade3f306,2026-01-19T17:48:19.647266Z,mobile,ND,Port Veronicaton,US,ValueBest,electronics,PROD_2928,Basic Electronics Version,4,367.19,1468.76
Firefox,ade3f306,2026-01-19T17:48:19.647266Z,mobile,ND,Port Veronicaton,US,HomeMax,books,PROD_2488,Essential Books Model,5,427.66,2138.30
Firefox,ade3f306,2026-01-19T17:48:19.647266Z,mobile,ND,Port Veronicaton,US,HomeMax,food,PROD_1443,Mega Food Edition,4,104.62,418.48
Chrome,589430e8,2026-01-19T17:48:19.659371Z,desktop,LA,New Emma,US,EliteChoice,books,PROD_2604,Ultra Books Edition,5,254.04,1270.20
Chrome,589430e8,2026-01-19T17:48:19.659371Z,desktop,LA,New Emma,US,SportFlex,food,PROD_1467,Deluxe Food Line,2,127.72,255.44
Edge,91567590,2026-01-19T17:48:20.163989Z,desktop,CT,Lydiachester,US,HomeMax,food,PROD_1730,Basic Food Model,4,251.02,1004.08
Edge,91567590,2026-01-19T17:48:20.163989Z,desktop,CT,Lydiachester,US,HomeMax,toys,PROD_1703,Basic Toys Edition,5,444.19,2220.95
Edge,91567590,2026-01-19T17:48:20.163989Z,desktop,CT,Lydiachester,US,SmartChoice,clothing,PROD_2492,Premium Clothing Line,2,264.11,528.22
Edge,91567590,2026-01-19T17:48:20.163989Z,desktop,CT,Lydiachester,US,GreenLife,sports,PROD_2842,Elite Sports Series,2,385.83,771.66
Firefox,f57d15d0,2026-01-19T17:48:20.238457Z,tablet,AR,Lake Jonberg,US,SportFlex,food,PROD_1873,Essential Food Bundle,5,362.88,1814.40
Firefox,f57d15d0,2026-01-19T17:48:20.238457Z,tablet,AR,Lake Jonberg,US,ProGear,food,PROD_2075,Elite Food Model,3,305.59,916.77
Chrome,a567eb26,2026-01-19T17:48:20.479629Z,mobile,RI,Sheilafurt,US,ValueBest,electronics,PROD_2840,Compact Electronics Bundle,1,360.43,360.43
Chrome,a567eb26,2026-01-19T17:48:20.479629Z,mobile,RI,Sheilafurt,US,EliteChoice,home,PROD_2392,Professional Home Model,5,201.74,1008.70
Chrome,a567eb26,2026-01-19T17:48:20.479629Z,mobile,RI,Sheilafurt,US,EliteChoice,beauty,PROD_2978,Professional Beauty Model,4,166.22,664.88
Chrome,a567eb26,2026-01-19T17:48:20.479629Z,mobile,RI,Sheilafurt,US,SportFlex,books,PROD_2739,Classic Books Edition,2,140.88,281.76
Chrome,a567eb26,2026-01-19T17:48:20.479629Z,mobile,RI,Sheilafurt,US,HomeMax,electronics,PROD_2402,Elite Electronics Kit,5,67.22,336.10
Safari,c45ec299,2026-01-19T17:48:20.551850Z,mobile,ND,Markshire,US,SportFlex,home,PROD_2972,Modern Home Version,2,205.7,411.40
Edge,f115bace,2026-01-19T17:48:20.738933Z,tablet,MO,Wagnerchester,US,HomeMax,beauty,PROD_2655,Classic Beauty Series,3,186.1,558.30
Edge,f115bace,2026-01-19T17:48:20.738933Z,tablet,MO,Wagnerchester,US,GreenLife,beauty,PROD_1752,Ultimate Beauty Line,3,36.62,109.86
Firefox,93372991,2026-01-19T17:44:47.879513Z,desktop,KY,New Loristad,US,EliteChoice,electronics,PROD_1537,Premium Electronics Bundle,4,112.48,449.92
Firefox,93372991,2026-01-19T17:44:47.879513Z,desktop,KY,New Loristad,US,GreenLife,electronics,PROD_2482,Pro Electronics Pack,5,104.23,521.15
Firefox,93372991,2026-01-19T17:44:47.879513Z,desktop,KY,New Loristad,US,ProGear,sports,PROD_1621,Premium Sports Set,3,35.43,106.29
Firefox,93372991,2026-01-19T17:44:47.879513Z,desktop,KY,New Loristad,US,PremiumPlus,beauty,PROD_1377,Deluxe Beauty Version,2,477.03,954.06
Firefox,93372991,2026-01-19T17:44:47.879513Z,desktop,KY,New Loristad,US,SmartChoice,sports,PROD_2929,Ultimate Sports Series,2,230.67,461.34
Safari,42c8c629,2026-01-19T17:44:48.309359Z,tablet,IL,Lake Craigstad,US,GreenLife,books,PROD_1053,Elite Books Kit,5,295.29,1476.45
Safari,42c8c629,2026-01-19T17:44:48.309359Z,tablet,IL,Lake Craigstad,US,HomeMax,sports,PROD_2427,Classic Sports Kit,3,305.23,915.69
Safari,42c8c629,2026-01-19T17:44:48.309359Z,tablet,IL,Lake Craigstad,US,TechPro,beauty,PROD_1697,Professional Beauty Collection,4,71.41,285.64
Safari,42c8c629,2026-01-19T17:44:48.309359Z,tablet,IL,Lake Craigstad,US,SmartChoice,books,PROD_1566,Classic Books Pack,4,197.89,791.56
Safari,42c8c629,2026-01-19T17:44:48.309359Z,tablet,IL,Lake Craigstad,US,SportFlex,sports,PROD_2088,Compact Sports Line,2,206.61,413.22
Edge,36d210c3,2026-01-19T17:44:50.437853Z,tablet,WI,Lisaton,US,SmartChoice,beauty,PROD_2524,Elite Beauty Series,4,359.07,1436.28
Edge,36d210c3,2026-01-19T17:44:50.437853Z,tablet,WI,Lisaton,US,PremiumPlus,home,PROD_1115,Ultimate Home Version,5,50.47,252.35
Edge,36d210c3,2026-01-19T17:44:50.437853Z,tablet,WI,Lisaton,US,StyleCo,electronics,PROD_1878,Pro Electronics Bundle,5,116.23,581.15
Edge,36d210c3,2026-01-19T17:44:50.437853Z,tablet,WI,Lisaton,US,TechPro,clothing,PROD_2005,Smart Clothing Series,5,160.24,801.20
Edge,36d210c3,2026-01-19T17:44:50.437853Z,tablet,WI,Lisaton,US,TechPro,home,PROD_2945,Ultimate Home Collection,5,148.88,744.40
Chrome,cfd66c1d,2026-01-19T17:44:51.082106Z,desktop,TX,Sullivanshire,US,PremiumPlus,toys,PROD_2769,Classic Toys Pack,4,183.81,735.24
Chrome,cfd66c1d,2026-01-19T17:44:51.082106Z,desktop,TX,Sullivanshire,US,HomeMax,food,PROD_2559,Premium Food Version,3,490.79,1472.37
Safari,3e347f68,2026-01-19T17:44:51.088042Z,mobile,CO,Richardfurt,US,GreenLife,clothing,PROD_1332,Compact Clothing Set,3,440.97,1322.91
Safari,3e347f68,2026-01-19T17:44:51.088042Z,mobile,CO,Richardfurt,US,EliteChoice,home,PROD_2444,Professional Home Series,1,439.44,439.44
Safari,3e347f68,2026-01-19T17:44:51.088042Z,mobile,CO,Richardfurt,US,GreenLife,beauty,PROD_1936,Ultra Beauty Kit,3,372.0,1116.00
Safari,3e347f68,2026-01-19T17:44:51.088042Z,mobile,CO,Richardfurt,US,ProGear,food,PROD_1638,Smart Food Series,4,130.64,522.56
Safari,3e347f68,2026-01-19T17:44:51.088042Z,mobile,CO,Richardfurt,US,GreenLife,toys,PROD_2727,Basic Toys Version,4,190.95,763.80
Chrome,e1e25c2d,2026-01-19T17:44:51.673563Z,desktop,ID,Harringtonton,US,GreenLife,beauty,PROD_2321,Pro Beauty Edition,5,234.74,1173.70
Chrome,e1e25c2d,2026-01-19T17:44:51.673563Z,desktop,ID,Harringtonton,US,GreenLife,home,PROD_1047,Pro Home Kit,4,210.98,843.92
Chrome,e1e25c2d,2026-01-19T17:44:51.673563Z,desktop,ID,Harringtonton,US,EliteChoice,toys,PROD_2518,Ultimate Toys Line,2,386.01,772.02
Chrome,e1e25c2d,2026-01-19T17:44:51.673563Z,desktop,ID,Harringtonton,US,GreenLife,sports,PROD_2006,Premium Sports Pack,1,65.24,65.24
Firefox,73720f7a,2026-01-19T17:44:52.164548Z,tablet,WA,Ryanshire,US,StyleCo,beauty,PROD_1461,Classic Beauty Set,5,37.54,187.70
Firefox,73720f7a,2026-01-19T17:44:52.164548Z,tablet,WA,Ryanshire,US,EliteChoice,sports,PROD_2917,Classic Sports Bundle,2,312.77,625.54
Firefox,73720f7a,2026-01-19T17:44:52.164548Z,tablet,WA,Ryanshire,US,EliteChoice,sports,PROD_2083,Premium Sports Pack,5,306.1,1530.50
Firefox,73720f7a,2026-01-19T17:44:52.164548Z,tablet,WA,Ryanshire,US,StyleCo,books,PROD_1385,Deluxe Books Line,5,187.26,936.30
Firefox,73720f7a,2026-01-19T17:44:52.164548Z,tablet,WA,Ryanshire,US,SmartChoice,books,PROD_2145,Advanced Books Series,4,29.51,118.04
Chrome,b8039113,2026-01-19T17:44:52.560219Z,tablet,FM,South Frankberg,US,PremiumPlus,beauty,PROD_1170,Classic Beauty Collection,1,26.92,26.92
Chrome,b8039113,2026-01-19T17:44:52.560219Z,tablet,FM,South Frankberg,US,SportFlex,clothing,PROD_2014,Ultra Clothing Line,4,302.28,1209.12
Safari,91c3dfda,2026-01-19T17:44:52.927728Z,mobile,FM,West Crystalborough,US,PremiumPlus,toys,PROD_2433,Mega Toys Bundle,1,196.95,196.95
Safari,91c3dfda,2026-01-19T17:44:52.927728Z,mobile,FM,West Crystalborough,US,StyleCo,sports,PROD_2059,Smart Sports Pack,1,485.46,485.46
Safari,91c3dfda,2026-01-19T17:44:52.927728Z,mobile,FM,West Crystalborough,US,PremiumPlus,food,PROD_2496,Modern Food Edition,2,24.26,48.52
Safari,91c3dfda,2026-01-19T17:44:52.927728Z,mobile,FM,West Crystalborough,US,HomeMax,food,PROD_2610,Mega Food Edition,5,212.99,1064.95
Safari,df61cc6c,2026-01-19T17:44:53.317478Z,mobile,NC,Camachostad,US,HomeMax,beauty,PROD_1202,Ultimate Beauty Series,3,209.04,627.12
Safari,df61cc6c,2026-01-19T17:44:53.317478Z,mobile,NC,Camachostad,US,ValueBest,beauty,PROD_1172,Modern Beauty Kit,5,437.38,2186.90
Safari,df61cc6c,2026-01-19T17:44:53.317478Z,mobile,NC,Camachostad,US,SportFlex,food,PROD_1101,Mega Food Line,5,301.94,1509.70
Safari,df61cc6c,2026-01-19T17:44:53.317478Z,mobile,NC,Camachostad,US,HomeMax,clothing,PROD_2686,Mega Clothing Bundle,5,79.64,398.20
Edge,93372991,2026-01-19T17:44:54.013736Z,mobile,MA,North Scottchester,US,SmartChoice,clothing,PROD_1872,Deluxe Clothing Bundle,4,257.2,1028.80
Edge,93372991,2026-01-19T17:44:54.013736Z,mobile,MA,North Scottchester,US,SportFlex,home,PROD_2714,Ultra Home Edition,3,295.01,885.03
Firefox,bfb2c495,2026-01-19T17:44:54.401580Z,desktop,ID,Port Tinaberg,US,TechPro,electronics,PROD_2387,Advanced Electronics Model,4,226.9,907.60
Firefox,bfb2c495,2026-01-19T17:44:54.401580Z,desktop,ID,Port Tinaberg,US,GreenLife,toys,PROD_2820,Elite Toys Version,5,21.57,107.85
Firefox,bfb2c495,2026-01-19T17:44:54.401580Z,desktop,ID,Port Tinaberg,US,ProGear,toys,PROD_2722,Modern Toys Series,5,236.35,1181.75
Firefox,bfb2c495,2026-01-19T17:44:54.401580Z,desktop,ID,Port Tinaberg,US,SmartChoice,sports,PROD_1204,Classic Sports Set,2,73.38,146.76
Chrome,54b6c940,2026-01-19T17:44:56.551555Z,mobile,IA,West Jadeside,US,EliteChoice,sports,PROD_1832,Modern Sports Collection,2,176.15,352.30
Chrome,54b6c940,2026-01-19T17:44:56.551555Z,mobile,IA,West Jadeside,US,EliteChoice,clothing,PROD_2264,Premium Clothing Line,3,227.12,681.36
Chrome,54b6c940,2026-01-19T17:44:56.551555Z,mobile,IA,West Jadeside,US,SmartChoice,toys,PROD_1139,Classic Toys Edition,3,211.69,635.07
Chrome,54b6c940,2026-01-19T17:44:56.551555Z,mobile,IA,West Jadeside,US,ProGear,sports,PROD_1621,Premium Sports Set,3,40.01,120.03
Safari,df238b2b,2026-01-19T17:44:57.085277Z,mobile,MN,Lake Brian,US,ProGear,sports,PROD_1938,Premium Sports Set,2,105.13,210.26
Safari,df238b2b,2026-01-19T17:44:57.085277Z,mobile,MN,Lake Brian,US,SmartChoice,beauty,PROD_1679,Ultra Beauty Line,5,84.63,423.15
Safari,df238b2b,2026-01-19T17:44:57.085277Z,mobile,MN,Lake Brian,US,SportFlex,electronics,PROD_2989,Premium Electronics Line,2,171.45,342.90
Safari,df238b2b,2026-01-19T17:44:57.085277Z,mobile,MN,Lake Brian,US,EliteChoice,food,PROD_1806,Pro Food Series,5,383.54,1917.70
Edge,6db10108,2026-01-19T17:44:57.353238Z,desktop,MP,Orrshire,US,TechPro,home,PROD_1129,Deluxe Home Version,2,362.79,725.58
Safari,882df481,2026-01-19T17:44:57.573769Z,mobile,MS,West Denisetown,US,PremiumPlus,clothing,PROD_1111,Mega Clothing Version,5,227.43,1137.15
Safari,882df481,2026-01-19T17:44:57.573769Z,mobile,MS,West Denisetown,US,HomeMax,books,PROD_2471,Premium Books Kit,4,74.26,297.04
Safari,882df481,2026-01-19T17:44:57.573769Z,mobile,MS,West Denisetown,US,EliteChoice,sports,PROD_1579,Premium Sports Pack,1,211.28,211.28
Safari,882df481,2026-01-19T17:44:57.573769Z,mobile,MS,West Denisetown,US,SportFlex,sports,PROD_2558,Ultra Sports Line,5,249.48,1247.40
Firefox,32c2fc3f,2026-01-19T17:44:58.368677Z,mobile,WA,Jessicaberg,US,GreenLife,toys,PROD_2073,Compact Toys Model,5,47.64,238.20
Firefox,32c2fc3f,2026-01-19T17:44:58.368677Z,mobile,WA,Jessicaberg,US,SportFlex,electronics,PROD_1472,Professional Electronics Model,1,234.27,234.27
Firefox,32c2fc3f,2026-01-19T17:44:58.368677Z,mobile,WA,Jessicaberg,US,StyleCo,electronics,PROD_2000,Advanced Electronics Series,3,194.01,582.03
Firefox,32c2fc3f,2026-01-19T17:44:58.368677Z,mobile,WA,Jessicaberg,US,TechPro,toys,PROD_2904,Essential Toys Set,4,410.59,1642.36
Firefox,32c2fc3f,2026-01-19T17:44:58.368677Z,mobile,WA,Jessicaberg,US,EliteChoice,clothing,PROD_1807,Essential Clothing Line,1,71.55,71.55
Safari,882df481,2026-01-19T17:44:59.186813Z,mobile,WV,Gloriatown,US,PremiumPlus,sports,PROD_2070,Deluxe Sports Series,2,86.83,173.66
Safari,882df481,2026-01-19T17:44:59.186813Z,mobile,WV,Gloriatown,US,ProGear,books,PROD_1984,Advanced Books Series,2,73.62,147.24
Safari,91c3dfda,2026-01-19T17:44:59.396974Z,desktop,AR,North Josephhaven,US,TechPro,food,PROD_1946,Ultra Food Model,3,12.5,37.50
Safari,91c3dfda,2026-01-19T17:44:59.396974Z,desktop,AR,North Josephhaven,US,PremiumPlus,beauty,PROD_1349,Advanced Beauty Line,5,81.79,408.95
Safari,91c3dfda,2026-01-19T17:44:59.396974Z,desktop,AR,North Josephhaven,US,TechPro,beauty,PROD_1626,Smart Beauty Line,5,161.92,809.60
Safari,91c3dfda,2026-01-19T17:44:59.396974Z,desktop,AR,North Josephhaven,US,SportFlex,sports,PROD_2393,Mega Sports Collection,5,160.78,803.90
Safari,91c3dfda,2026-01-19T17:44:59.396974Z,desktop,AR,North Josephhaven,US,EliteChoice,electronics,PROD_1891,Smart Electronics Model,4,248.87,995.48
Edge,76c96032,2026-01-19T17:45:00.017548Z,desktop,PR,Joneston,US,StyleCo,books,PROD_2523,Elite Books Bundle,3,160.23,480.69
Edge,76c96032,2026-01-19T17:45:00.017548Z,desktop,PR,Joneston,US,PremiumPlus,beauty,PROD_1377,Deluxe Beauty Version,2,446.37,892.74
Edge,76c96032,2026-01-19T17:45:00.017548Z,desktop,PR,Joneston,US,SportFlex,toys,PROD_1535,Professional Toys Set,2,48.78,97.56
Edge,76c96032,2026-01-19T17:45:00.017548Z,desktop,PR,Joneston,US,StyleCo,clothing,PROD_1684,Ultra Clothing Bundle,2,323.92,647.84
Edge,76c96032,2026-01-19T17:45:00.017548Z,desktop,PR,Joneston,US,HomeMax,sports,PROD_2700,Compact Sports Collection,3,139.67,419.01
Firefox,e623cea3,2026-01-19T17:45:00.392128Z,desktop,KY,Donnaborough,US,SportFlex,food,PROD_1859,Compact Food Model,3,387.45,1162.35
