transaction_id,timestamp,city,total,running_total_spent,purchase_rank_by_price
04615146-e122-4081-a5a6-7e4474f4d9ee,2026-01-19T17:40:08.203812Z,North William,885.63,885.63,1
04648f9b-e6b8-4ad0-b607-b51bc7155f0f,2026-01-19T17:48:15.677420Z,East Mariaview,4079.74,4079.74,1
046f419f-c3b5-4045-963a-4f9a55c94bd2,2026-01-19T17:46:55.970222Z,Lake Amanda,3003.3,3003.3,1
04717089-3d07-4b83-a15c-edf84eed37dd,2026-01-19T17:39:53.206341Z,West Loribury,1042.53,1042.53,1
047a9a3f-2345-44b2-b86e-0e6ec8e6e427,2026-01-19T17:48:03.891231Z,Port Eric,305.42,305.42,1
04811ffb-51af-4fb0-ba53-823cb2e5bdb8,2026-01-19T17:43:12.698723Z,Heatherview,5761.91,5761.91,1
04850da6-866a-464a-b733-8b43f547f7d5,2026-01-19T17:45:50.531074Z,West Derrickburgh,1518.61,1518.61,1
0487cfc9-48d4-4ed0-8508-309864b0dbc2,2026-01-19T17:38:55.156800Z,North Cynthia,1994.95,1994.95,1
0488c3f8-5dac-4ac8-a486-05bc3928d97f,2026-01-19T17:43:24.487468Z,Port Yolandaborough,992.47,992.47,1
049accbc-13b0-4064-a616-b328546dbb91,2026-01-19T17:47:00.048266Z,West David,1324.3,1324.3,1
049ce3fe-4733-4f84-9527-1f77ea05a349,2026-01-19T17:41:28.690708Z,Conleymouth,4556.82,4556.82,1
049f8fe9-7e0c-45e2-bd79-5af70dfbaf8f,2026-01-19T17:48:01.354951Z,North Alyssa,1659.18,1659.18,1
04ab9fb5-9683-42c6-85a1-40110b8e4301,2026-01-19T17:46:39.802481Z,Lake Andres,3026.73,3026.73,1
04ad7c13-cb27-4d56-887c-84d725db0184,2026-01-19T17:44:12.724782Z,Knoxland,6450.44,6450.44,1
04ae2f3e-eec4-4de7-9a32-1130d6b13daf,2026-01-19T17:46:04.636149Z,South Timothyton,2198.78,2198.78,1
04afab09-c88a-4ebc-be05-34b64def1ad0,2026-01-19T17:45:07.422566Z,Katieville,3503.13,3503.13,1
04bd491b-2c85-41da-a90b-a1c8dd18f143,2026-01-19T17:40:47.930860Z,Garciaville,1068.54,1068.54,1
04c47601-a30d-458e-877b-071dd4ed7de0,2026-01-19T17:40:58.193334Z,Navarrostad,-3628.44,-3628.44,1
04c78c91-dc12-44dd-9bce-ededf49d4863,2026-01-19T17:40:46.383508Z,East Rhonda,1989.58,1989.58,1
04c9a822-dd7d-414e-b880-39d37d0fcc80,2026-01-19T17:46:45.154309Z,Ibarraview,568.37,568.37,1
04d1d7de-18cf-41f3-8784-9d58fd9be9e0,2026-01-19T17:45:25.712165Z,Lake Dustinport,1980.44,1980.44,1
04d8cfb1-02e4-434d-bd7d-db9c45767754,2026-01-19T17:42:22.736855Z,Port Bobbyfurt,4861.76,4861.76,1
04dcdf26-6ba1-4ebf-afe8-83b7188fa48d,2026-01-19T17:43:42.763165Z,Perezville,2375.24,2375.24,1
04dfc510-1783-42f8-8c25-d61a38061e8a,2026-01-19T17:47:15.848473Z,Bauerstad,333.33,333.33,1
04e73895-8ada-4fe8-999f-4dd52ecae82a,2026-01-19T17:45:34.349447Z,Cortezmouth,4076.06,4076.06,1
